,ele_1,ele_2,mend_1,mend_2,euclid_dist,reciprocal_euclid_dist,pearson_corr,mend_diff
229,V,He,"(54.0, 'V')","(1.0, 'He')",1.0335807408936584,0.9675102877162517,0.0517890865418863,53.0
230,He,Cr,"(1.0, 'He')","(57.0, 'Cr')",1.0920981861426475,0.9156685842800055,0.23258953361594398,56.0
231,Cr,He,"(57.0, 'Cr')","(1.0, 'He')",1.0920981861426475,0.9156685842800055,0.23258953361594398,56.0
232,He,Mn,"(1.0, 'He')","(60.0, 'Mn')",0.9737207153502048,1.026988523747637,0.08945224068867383,59.0
233,Mn,He,"(60.0, 'Mn')","(1.0, 'He')",0.9737207153502048,1.026988523747637,0.08945224068867383,59.0
234,He,Fe,"(1.0, 'He')","(61.0, 'Fe')",1.1905825903436562,0.8399249309628781,0.22606617143382013,60.0
235,Fe,He,"(61.0, 'Fe')","(1.0, 'He')",1.1905825903436562,0.8399249309628781,0.22606617143382013,60.0
236,He,Co,"(1.0, 'He')","(64.0, 'Co')",1.268488463638213,0.7883398459390413,0.14366343038186305,63.0
237,Co,He,"(64.0, 'Co')","(1.0, 'He')",1.268488463638213,0.7883398459390413,0.14366343038186305,63.0
238,He,Ni,"(1.0, 'He')","(67.0, 'Ni')",1.3025223030131472,0.7677411724057874,0.23944117305926593,66.0
239,Ni,He,"(67.0, 'Ni')","(1.0, 'He')",1.3025223030131472,0.7677411724057874,0.23944117305926593,66.0
240,He,Cu,"(1.0, 'He')","(72.0, 'Cu')",1.4608746575943714,0.6845214233825537,0.2841300658210405,71.0
241,Cu,He,"(72.0, 'Cu')","(1.0, 'He')",1.4608746575943714,0.6845214233825537,0.2841300658210405,71.0
242,He,Zn,"(1.0, 'He')","(76.0, 'Zn')",1.0773699728438688,0.9281862546812587,0.3155121258504533,75.0
243,Zn,He,"(76.0, 'Zn')","(1.0, 'He')",1.0773699728438688,0.9281862546812587,0.3155121258504533,75.0
244,He,Ga,"(1.0, 'He')","(81.0, 'Ga')",0.8850328402145209,1.1299015749038335,-0.15190363000238466,80.0
245,Ga,He,"(81.0, 'Ga')","(1.0, 'He')",0.8850328402145209,1.1299015749038335,-0.15190363000238466,80.0
246,He,Ge,"(1.0, 'He')","(84.0, 'Ge')",0.7363027685640863,1.3581369549243547,-0.03184892763632698,83.0
247,Ge,He,"(84.0, 'Ge')","(1.0, 'He')",0.7363027685640863,1.3581369549243547,-0.03184892763632698,83.0
248,He,As,"(1.0, 'He')","(89.0, 'As')",0.9150707737372697,1.0928116476891379,-0.13640606387858112,88.0
249,As,He,"(89.0, 'As')","(1.0, 'He')",0.9150707737372697,1.0928116476891379,-0.13640606387858112,88.0
250,He,Se,"(1.0, 'He')","(93.0, 'Se')",0.978150720803107,1.022337333840488,-0.10225617413138458,92.0
251,Se,He,"(93.0, 'Se')","(1.0, 'He')",0.978150720803107,1.022337333840488,-0.10225617413138458,92.0
252,He,Br,"(1.0, 'He')","(98.0, 'Br')",0.767113308058206,1.3035883871331866,0.2706550052700312,97.0
253,Br,He,"(98.0, 'Br')","(1.0, 'He')",0.767113308058206,1.3035883871331866,0.2706550052700312,97.0
254,He,Kr,"(1.0, 'He')","(4.0, 'Kr')",1.980041045628667,0.5050400355122426,0.2999800898892542,3.0
255,Kr,He,"(4.0, 'Kr')","(1.0, 'He')",1.980041045628667,0.5050400355122426,0.2999800898892542,3.0
256,He,Rb,"(1.0, 'He')","(9.0, 'Rb')",0.8648590557659546,1.156257766318188,0.23979418293390745,8.0
257,Rb,He,"(9.0, 'Rb')","(1.0, 'He')",0.8648590557659546,1.156257766318188,0.23979418293390745,8.0
258,He,Sr,"(1.0, 'He')","(15.0, 'Sr')",1.1764869199586978,0.8499882004936412,0.007049980780917259,14.0
259,Sr,He,"(15.0, 'Sr')","(1.0, 'He')",1.1764869199586978,0.8499882004936412,0.007049980780917259,14.0
260,He,Y,"(1.0, 'He')","(25.0, 'Y')",1.4218019702091282,0.7033328276039126,-0.2879089361881016,24.0
261,Y,He,"(25.0, 'Y')","(1.0, 'He')",1.4218019702091282,0.7033328276039126,-0.2879089361881016,24.0
262,He,Zr,"(1.0, 'He')","(49.0, 'Zr')",1.3014007090393493,0.7684028393823196,-0.431351865032631,48.0
263,Zr,He,"(49.0, 'Zr')","(1.0, 'He')",1.3014007090393493,0.7684028393823196,-0.431351865032631,48.0
264,He,Nb,"(1.0, 'He')","(53.0, 'Nb')",1.209171998670407,0.8270122043014473,-0.3958169891169798,52.0
265,Nb,He,"(53.0, 'Nb')","(1.0, 'He')",1.209171998670407,0.8270122043014473,-0.3958169891169798,52.0
266,He,Mo,"(1.0, 'He')","(56.0, 'Mo')",1.3026158291777004,0.7676860495632607,-0.4596511396899549,55.0
267,Mo,He,"(56.0, 'Mo')","(1.0, 'He')",1.3026158291777004,0.7676860495632607,-0.4596511396899549,55.0
268,He,Tc,"(1.0, 'He')","(59.0, 'Tc')",1.5051500764648467,0.6643855756554887,-0.3084210050475869,58.0
269,Tc,He,"(59.0, 'Tc')","(1.0, 'He')",1.5051500764648467,0.6643855756554887,-0.3084210050475869,58.0
270,He,Ru,"(1.0, 'He')","(62.0, 'Ru')",1.7738184357157503,0.5637555568625555,-0.30495589770588927,61.0
271,Ru,He,"(62.0, 'Ru')","(1.0, 'He')",1.7738184357157503,0.5637555568625555,-0.30495589770588927,61.0
272,He,Rh,"(1.0, 'He')","(65.0, 'Rh')",1.4512628989202796,0.6890550297564878,-0.24129632180487448,64.0
273,Rh,He,"(65.0, 'Rh')","(1.0, 'He')",1.4512628989202796,0.6890550297564878,-0.24129632180487448,64.0
274,He,Pd,"(1.0, 'He')","(69.0, 'Pd')",1.443574152994013,0.6927250657169028,-0.11702434338065197,68.0
275,Pd,He,"(69.0, 'Pd')","(1.0, 'He')",1.443574152994013,0.6927250657169028,-0.11702434338065197,68.0
276,He,Ag,"(1.0, 'He')","(71.0, 'Ag')",1.6585829492634359,0.6029243219002658,0.3072805380639411,70.0
277,Ag,He,"(71.0, 'Ag')","(1.0, 'He')",1.6585829492634359,0.6029243219002658,0.3072805380639411,70.0
278,He,Cd,"(1.0, 'He')","(75.0, 'Cd')",1.1623291766930401,0.8603414764525784,0.11985808523833803,74.0
279,Cd,He,"(75.0, 'Cd')","(1.0, 'He')",1.1623291766930401,0.8603414764525784,0.11985808523833803,74.0
280,He,In,"(1.0, 'He')","(79.0, 'In')",1.0895949615850338,0.9177722321194474,-0.23591953284305275,78.0
281,In,He,"(79.0, 'In')","(1.0, 'He')",1.0895949615850338,0.9177722321194474,-0.23591953284305275,78.0
282,He,Sn,"(1.0, 'He')","(83.0, 'Sn')",1.064845488330778,0.9391033825645183,-0.44072521768290057,82.0
283,Sn,He,"(83.0, 'Sn')","(1.0, 'He')",1.064845488330778,0.9391033825645183,-0.44072521768290057,82.0
284,He,Sb,"(1.0, 'He')","(88.0, 'Sb')",0.9738528029445195,1.0268492291406077,-0.6553804158800943,87.0
285,Sb,He,"(88.0, 'Sb')","(1.0, 'He')",0.9738528029445195,1.0268492291406077,-0.6553804158800943,87.0
286,He,Te,"(1.0, 'He')","(92.0, 'Te')",0.9621722244420299,1.0393149735536242,-0.23089202819265278,91.0
287,Te,He,"(92.0, 'Te')","(1.0, 'He')",0.9621722244420299,1.0393149735536242,-0.23089202819265278,91.0
288,He,I,"(1.0, 'He')","(97.0, 'I')",0.6237047204173443,1.6033228020638715,0.41408746374037664,96.0
289,I,He,"(97.0, 'I')","(1.0, 'He')",0.6237047204173443,1.6033228020638715,0.41408746374037664,96.0
290,He,Xe,"(1.0, 'He')","(5.0, 'Xe')",2.6505256416894274,0.3772836543330351,0.06461059304783764,4.0
291,Xe,He,"(5.0, 'Xe')","(1.0, 'He')",2.6505256416894274,0.3772836543330351,0.06461059304783764,4.0
292,He,Cs,"(1.0, 'He')","(8.0, 'Cs')",1.005117220456996,0.9949088321711677,0.267384367880531,7.0
293,Cs,He,"(8.0, 'Cs')","(1.0, 'He')",1.005117220456996,0.9949088321711677,0.267384367880531,7.0
294,He,Ba,"(1.0, 'He')","(14.0, 'Ba')",1.416399460795448,0.7060155187000716,-0.1288913581784716,13.0
295,Ba,He,"(14.0, 'Ba')","(1.0, 'He')",1.416399460795448,0.7060155187000716,-0.1288913581784716,13.0
296,He,La,"(1.0, 'He')","(33.0, 'La')",1.5961124382006604,0.6265222775453879,-0.35237343946176225,32.0
297,La,He,"(33.0, 'La')","(1.0, 'He')",1.5961124382006604,0.6265222775453879,-0.35237343946176225,32.0
298,He,Ce,"(1.0, 'He')","(32.0, 'Ce')",1.3406064973327252,0.7459310409054433,-0.229296280486239,31.0
299,Ce,He,"(32.0, 'Ce')","(1.0, 'He')",1.3406064973327252,0.7459310409054433,-0.229296280486239,31.0
300,He,Pr,"(1.0, 'He')","(31.0, 'Pr')",1.5508928485021625,0.6447898711801983,-0.3590213637329118,30.0
301,Pr,He,"(31.0, 'Pr')","(1.0, 'He')",1.5508928485021625,0.6447898711801983,-0.3590213637329118,30.0
302,He,Nd,"(1.0, 'He')","(30.0, 'Nd')",1.5272056639327571,0.6547906569602862,-0.3201125439326781,29.0
303,Nd,He,"(30.0, 'Nd')","(1.0, 'He')",1.5272056639327571,0.6547906569602862,-0.3201125439326781,29.0
304,He,Pm,"(1.0, 'He')","(29.0, 'Pm')",1.4223663541728453,0.7030537505799863,-0.22882695044006715,28.0
305,Pm,He,"(29.0, 'Pm')","(1.0, 'He')",1.4223663541728453,0.7030537505799863,-0.22882695044006715,28.0
306,He,Sm,"(1.0, 'He')","(28.0, 'Sm')",1.4968200202772735,0.6680829935817924,-0.3515122133749061,27.0
307,Sm,He,"(28.0, 'Sm')","(1.0, 'He')",1.4968200202772735,0.6680829935817924,-0.3515122133749061,27.0
308,He,Eu,"(1.0, 'He')","(18.0, 'Eu')",1.208970339670732,0.8271501518162588,0.12196082870127556,17.0
309,Eu,He,"(18.0, 'Eu')","(1.0, 'He')",1.208970339670732,0.8271501518162588,0.12196082870127556,17.0
310,He,Gd,"(1.0, 'He')","(27.0, 'Gd')",1.4073070292281809,0.7105769950914244,-0.3732196003216217,26.0
311,Gd,He,"(27.0, 'Gd')","(1.0, 'He')",1.4073070292281809,0.7105769950914244,-0.3732196003216217,26.0
312,He,Tb,"(1.0, 'He')","(26.0, 'Tb')",1.4497322806048678,0.6897825297666496,-0.2506787196168939,25.0
313,Tb,He,"(26.0, 'Tb')","(1.0, 'He')",1.4497322806048678,0.6897825297666496,-0.2506787196168939,25.0
314,He,Dy,"(1.0, 'He')","(24.0, 'Dy')",1.4709210889802735,0.6798461232840554,-0.3111944626513749,23.0
315,Dy,He,"(24.0, 'Dy')","(1.0, 'He')",1.4709210889802735,0.6798461232840554,-0.3111944626513749,23.0
316,He,Ho,"(1.0, 'He')","(23.0, 'Ho')",1.431628578715972,0.6985051953188167,-0.25596379412840564,22.0
317,Ho,He,"(23.0, 'Ho')","(1.0, 'He')",1.431628578715972,0.6985051953188167,-0.25596379412840564,22.0
318,He,Er,"(1.0, 'He')","(22.0, 'Er')",1.421258107033647,0.7036019671944963,-0.21479610265080679,21.0
319,Er,He,"(22.0, 'Er')","(1.0, 'He')",1.421258107033647,0.7036019671944963,-0.21479610265080679,21.0
320,He,Tm,"(1.0, 'He')","(21.0, 'Tm')",1.4169290804538617,0.7057516242659699,-0.18971395571427468,20.0
321,Tm,He,"(21.0, 'Tm')","(1.0, 'He')",1.4169290804538617,0.7057516242659699,-0.18971395571427468,20.0
322,He,Yb,"(1.0, 'He')","(17.0, 'Yb')",1.195217243674355,0.8366679825717582,0.13452511806280493,16.0
323,Yb,He,"(17.0, 'Yb')","(1.0, 'He')",1.195217243674355,0.8366679825717582,0.13452511806280493,16.0
324,He,Lu,"(1.0, 'He')","(20.0, 'Lu')",1.4028686611988093,0.7128251044865873,-0.09422704027831735,19.0
325,Lu,He,"(20.0, 'Lu')","(1.0, 'He')",1.4028686611988093,0.7128251044865873,-0.09422704027831735,19.0
326,He,Hf,"(1.0, 'He')","(50.0, 'Hf')",1.556708304716859,0.6423811043918626,-0.1558842163223252,49.0
327,Hf,He,"(50.0, 'Hf')","(1.0, 'He')",1.556708304716859,0.6423811043918626,-0.1558842163223252,49.0
328,He,Ta,"(1.0, 'He')","(52.0, 'Ta')",1.406789959467379,0.7108381697425588,-0.16226304633718278,51.0
329,Ta,He,"(52.0, 'Ta')","(1.0, 'He')",1.406789959467379,0.7108381697425588,-0.16226304633718278,51.0
330,He,W,"(1.0, 'He')","(55.0, 'W')",1.5324723722199547,0.6525403120653914,-0.28578370667907305,54.0
331,W,He,"(55.0, 'W')","(1.0, 'He')",1.5324723722199547,0.6525403120653914,-0.28578370667907305,54.0
332,He,Re,"(1.0, 'He')","(58.0, 'Re')",1.7863632140519434,0.559796569999746,-0.14414754855961992,57.0
333,Re,He,"(58.0, 'Re')","(1.0, 'He')",1.7863632140519434,0.559796569999746,-0.14414754855961992,57.0
334,He,Os,"(1.0, 'He')","(63.0, 'Os')",2.0380963834988464,0.49065392986139217,-0.1403473224873362,62.0
335,Os,He,"(63.0, 'Os')","(1.0, 'He')",2.0380963834988464,0.49065392986139217,-0.1403473224873362,62.0
336,He,Ir,"(1.0, 'He')","(66.0, 'Ir')",1.5268726141973719,0.6549334834495464,-0.28777509367328813,65.0
337,Ir,He,"(66.0, 'Ir')","(1.0, 'He')",1.5268726141973719,0.6549334834495464,-0.28777509367328813,65.0
338,He,Pt,"(1.0, 'He')","(68.0, 'Pt')",1.4251594005339043,0.7016758964824371,-0.28838119532890616,67.0
339,Pt,He,"(68.0, 'Pt')","(1.0, 'He')",1.4251594005339043,0.7016758964824371,-0.28838119532890616,67.0
340,He,Au,"(1.0, 'He')","(70.0, 'Au')",1.2792472442520202,0.7817097160015405,0.16919655102719985,69.0
341,Au,He,"(70.0, 'Au')","(1.0, 'He')",1.2792472442520202,0.7817097160015405,0.16919655102719985,69.0
342,He,Hg,"(1.0, 'He')","(74.0, 'Hg')",1.1831038544437904,0.8452343352985926,0.2147232880375384,73.0
343,Hg,He,"(74.0, 'Hg')","(1.0, 'He')",1.1831038544437904,0.8452343352985926,0.2147232880375384,73.0
344,He,Tl,"(1.0, 'He')","(78.0, 'Tl')",0.867004683205798,1.1533963072753475,0.4994915095945963,77.0
345,Tl,He,"(78.0, 'Tl')","(1.0, 'He')",0.867004683205798,1.1533963072753475,0.4994915095945963,77.0
346,He,Pb,"(1.0, 'He')","(82.0, 'Pb')",0.5486615729432958,1.8226171638656934,0.5183047383921597,81.0
347,Pb,He,"(82.0, 'Pb')","(1.0, 'He')",0.5486615729432958,1.8226171638656934,0.5183047383921597,81.0
348,He,Bi,"(1.0, 'He')","(87.0, 'Bi')",0.9202615629895426,1.0866475795766377,0.15474935346305857,86.0
349,Bi,He,"(87.0, 'Bi')","(1.0, 'He')",0.9202615629895426,1.0866475795766377,0.15474935346305857,86.0
350,He,Po,"(1.0, 'He')","(91.0, 'Po')",0.5855897492828623,1.7076801655504417,-0.41681630146326726,90.0
351,Po,He,"(91.0, 'Po')","(1.0, 'He')",0.5855897492828623,1.7076801655504417,-0.41681630146326726,90.0
352,He,At,"(1.0, 'He')","(96.0, 'At')",0.5261576361809975,1.9005711049986573,0.07010768436219161,95.0
353,At,He,"(96.0, 'At')","(1.0, 'He')",0.5261576361809975,1.9005711049986573,0.07010768436219161,95.0
354,He,Rn,"(1.0, 'He')","(6.0, 'Rn')",0.5683474754279861,1.7594870096800623,-0.26087762637727274,5.0
355,Rn,He,"(6.0, 'Rn')","(1.0, 'He')",0.5683474754279861,1.7594870096800623,-0.26087762637727274,5.0
356,He,Fr,"(1.0, 'He')","(7.0, 'Fr')",0.5333134725926398,1.8750698255167253,0.09206511888802632,6.0
357,Fr,He,"(7.0, 'Fr')","(1.0, 'He')",0.5333134725926398,1.8750698255167253,0.09206511888802632,6.0
358,He,Ra,"(1.0, 'He')","(13.0, 'Ra')",0.5603062216745797,1.7847383472047007,-0.19224131948748896,12.0
359,Ra,He,"(13.0, 'Ra')","(1.0, 'He')",0.5603062216745797,1.7847383472047007,-0.19224131948748896,12.0
360,He,Ac,"(1.0, 'He')","(48.0, 'Ac')",1.9067039712648068,0.5244652631297835,-0.02807559334615648,47.0
361,Ac,He,"(48.0, 'Ac')","(1.0, 'He')",1.9067039712648068,0.5244652631297835,-0.02807559334615648,47.0
362,He,Th,"(1.0, 'He')","(47.0, 'Th')",1.7882179412959112,0.5592159528806124,-0.21962633232297926,46.0
363,Th,He,"(47.0, 'Th')","(1.0, 'He')",1.7882179412959112,0.5592159528806124,-0.21962633232297926,46.0
364,He,Pa,"(1.0, 'He')","(46.0, 'Pa')",1.8292180508244267,0.5466816815793508,-0.02214667756510226,45.0
365,Pa,He,"(46.0, 'Pa')","(1.0, 'He')",1.8292180508244267,0.5466816815793508,-0.02214667756510226,45.0
366,He,U,"(1.0, 'He')","(45.0, 'U')",1.496848037638556,0.6680704886900951,-0.17772871407081983,44.0
367,U,He,"(45.0, 'U')","(1.0, 'He')",1.496848037638556,0.6680704886900951,-0.17772871407081983,44.0
368,He,Np,"(1.0, 'He')","(44.0, 'Np')",1.4656363799001317,0.6822974741307526,-0.030631257776642547,43.0
369,Np,He,"(44.0, 'Np')","(1.0, 'He')",1.4656363799001317,0.6822974741307526,-0.030631257776642547,43.0
370,He,Pu,"(1.0, 'He')","(43.0, 'Pu')",1.3691975670034442,0.7303547888918244,-0.1308587947859502,42.0
371,Pu,He,"(43.0, 'Pu')","(1.0, 'He')",1.3691975670034442,0.7303547888918244,-0.1308587947859502,42.0
372,Li,Li,"(12.0, 'Li')","(12.0, 'Li')",0.0,inf,1.0,0.0
373,Li,Be,"(12.0, 'Li')","(77.0, 'Be')",1.1114285894746838,0.8997429159822581,0.4584371737426426,65.0
374,Be,Li,"(77.0, 'Be')","(12.0, 'Li')",1.1114285894746838,0.8997429159822581,0.4584371737426426,65.0
375,Li,B,"(12.0, 'Li')","(86.0, 'B')",1.8545537761459208,0.5392132667504367,0.11459128983260605,74.0
376,B,Li,"(86.0, 'B')","(12.0, 'Li')",1.8545537761459208,0.5392132667504367,0.11459128983260605,74.0
377,Li,C,"(12.0, 'Li')","(95.0, 'C')",2.6998387259937733,0.3703924943264579,-0.1303387523182798,83.0
378,C,Li,"(95.0, 'C')","(12.0, 'Li')",2.6998387259937733,0.3703924943264579,-0.1303387523182798,83.0
379,Li,N,"(12.0, 'Li')","(100.0, 'N')",2.3069338462758098,0.43347580235746525,-0.2904498809089968,88.0
380,N,Li,"(100.0, 'N')","(12.0, 'Li')",2.3069338462758098,0.43347580235746525,-0.2904498809089968,88.0
381,Li,O,"(12.0, 'Li')","(101.0, 'O')",1.3397706890806793,0.7463963857025246,0.028367724222482342,89.0
382,O,Li,"(101.0, 'O')","(12.0, 'Li')",1.3397706890806793,0.7463963857025246,0.028367724222482342,89.0
383,Li,F,"(12.0, 'Li')","(102.0, 'F')",1.8020267282219828,0.5549307256872246,0.1825398618209863,90.0
384,F,Li,"(102.0, 'F')","(12.0, 'Li')",1.8020267282219828,0.5549307256872246,0.1825398618209863,90.0
385,Li,Ne,"(12.0, 'Li')","(2.0, 'Ne')",0.6860504814293338,1.4576186841478143,0.5755484207483399,10.0
386,Ne,Li,"(2.0, 'Ne')","(12.0, 'Li')",0.6860504814293338,1.4576186841478143,0.5755484207483399,10.0
387,Li,Na,"(12.0, 'Li')","(11.0, 'Na')",0.6305698805885102,1.5858670557919785,0.6922181613879066,1.0
388,Na,Li,"(11.0, 'Na')","(12.0, 'Li')",0.6305698805885102,1.5858670557919785,0.6922181613879066,1.0
389,Li,Mg,"(12.0, 'Li')","(73.0, 'Mg')",0.7543074425900481,1.3257193864696906,0.43139512467213464,61.0
390,Mg,Li,"(73.0, 'Mg')","(12.0, 'Li')",0.7543074425900481,1.3257193864696906,0.43139512467213464,61.0
391,Li,Al,"(12.0, 'Li')","(80.0, 'Al')",1.318632202018584,0.7583615798773785,-0.17385678439561714,68.0
392,Al,Li,"(80.0, 'Al')","(12.0, 'Li')",1.318632202018584,0.7583615798773785,-0.17385678439561714,68.0
393,Li,Si,"(12.0, 'Li')","(85.0, 'Si')",1.3687751134848336,0.7305802028019414,-0.6726094669672753,73.0
394,Si,Li,"(85.0, 'Si')","(12.0, 'Li')",1.3687751134848336,0.7305802028019414,-0.6726094669672753,73.0
395,Li,P,"(12.0, 'Li')","(90.0, 'P')",1.5166596751311923,0.6593436987856219,-0.7460961682282479,78.0
396,P,Li,"(90.0, 'P')","(12.0, 'Li')",1.5166596751311923,0.6593436987856219,-0.7460961682282479,78.0
397,Li,S,"(12.0, 'Li')","(94.0, 'S')",1.3839899961123,0.7225485753575186,-0.41073500020827014,82.0
398,S,Li,"(94.0, 'S')","(12.0, 'Li')",1.3839899961123,0.7225485753575186,-0.41073500020827014,82.0
399,Li,Cl,"(12.0, 'Li')","(99.0, 'Cl')",1.099863809925626,0.9092034768082979,0.10602279769579892,87.0
400,Cl,Li,"(99.0, 'Cl')","(12.0, 'Li')",1.099863809925626,0.9092034768082979,0.10602279769579892,87.0
401,Li,Ar,"(12.0, 'Li')","(3.0, 'Ar')",1.1135576352346652,0.8980226692884785,0.4305690912435156,9.0
402,Ar,Li,"(3.0, 'Ar')","(12.0, 'Li')",1.1135576352346652,0.8980226692884785,0.4305690912435156,9.0
403,Li,K,"(12.0, 'Li')","(10.0, 'K')",0.9254402316578151,1.0805668111149869,0.31044832006704787,2.0
404,K,Li,"(10.0, 'K')","(12.0, 'Li')",0.9254402316578151,1.0805668111149869,0.31044832006704787,2.0
405,Li,Ca,"(12.0, 'Li')","(16.0, 'Ca')",0.8977660906932373,1.1138758863434235,0.4845211364653935,4.0
406,Ca,Li,"(16.0, 'Ca')","(12.0, 'Li')",0.8977660906932373,1.1138758863434235,0.4845211364653935,4.0
407,Li,Sc,"(12.0, 'Li')","(19.0, 'Sc')",0.9814081704371554,1.0189440338106857,0.4555725231164864,7.0
408,Sc,Li,"(19.0, 'Sc')","(12.0, 'Li')",0.9814081704371554,1.0189440338106857,0.4555725231164864,7.0
409,Li,Ti,"(12.0, 'Li')","(51.0, 'Ti')",1.154111039861478,0.8664677535014523,0.1398932316261048,39.0
410,Ti,Li,"(51.0, 'Ti')","(12.0, 'Li')",1.154111039861478,0.8664677535014523,0.1398932316261048,39.0
411,Li,V,"(12.0, 'Li')","(54.0, 'V')",1.2648040959158717,0.7906362757908991,-0.06449486508785639,42.0
412,V,Li,"(54.0, 'V')","(12.0, 'Li')",1.2648040959158717,0.7906362757908991,-0.06449486508785639,42.0
413,Li,Cr,"(12.0, 'Li')","(57.0, 'Cr')",1.371240332022573,0.7292667642914242,-0.021049429281681985,45.0
414,Cr,Li,"(57.0, 'Cr')","(12.0, 'Li')",1.371240332022573,0.7292667642914242,-0.021049429281681985,45.0
415,Li,Mn,"(12.0, 'Li')","(60.0, 'Mn')",1.2798615531057096,0.7813345104190386,-0.16626844403943886,48.0
416,Mn,Li,"(60.0, 'Mn')","(12.0, 'Li')",1.2798615531057096,0.7813345104190386,-0.16626844403943886,48.0
417,Li,Fe,"(12.0, 'Li')","(61.0, 'Fe')",1.594128652248049,0.6273019424058369,-0.23815986444455714,49.0
418,Fe,Li,"(61.0, 'Fe')","(12.0, 'Li')",1.594128652248049,0.6273019424058369,-0.23815986444455714,49.0
419,Li,Co,"(12.0, 'Li')","(64.0, 'Co')",1.6094058588684133,0.6213473093127102,-0.2070704313908928,52.0
420,Co,Li,"(64.0, 'Co')","(12.0, 'Li')",1.6094058588684133,0.6213473093127102,-0.2070704313908928,52.0
421,Li,Ni,"(12.0, 'Li')","(67.0, 'Ni')",1.679947776455839,0.5952565990531474,-0.19165189721377152,55.0
422,Ni,Li,"(67.0, 'Ni')","(12.0, 'Li')",1.679947776455839,0.5952565990531474,-0.19165189721377152,55.0
423,Li,Cu,"(12.0, 'Li')","(72.0, 'Cu')",1.6532438548178385,0.6048714453622961,0.09271382961113836,60.0
424,Cu,Li,"(72.0, 'Cu')","(12.0, 'Li')",1.6532438548178385,0.6048714453622961,0.09271382961113836,60.0
425,Li,Zn,"(12.0, 'Li')","(76.0, 'Zn')",1.1054219306029243,0.9046319530268189,0.38258150143945213,64.0
426,Zn,Li,"(76.0, 'Zn')","(12.0, 'Li')",1.1054219306029243,0.9046319530268189,0.38258150143945213,64.0
427,Li,Ga,"(12.0, 'Li')","(81.0, 'Ga')",1.056146187159031,0.9468386215453177,-0.04319151235498042,69.0
428,Ga,Li,"(81.0, 'Ga')","(12.0, 'Li')",1.056146187159031,0.9468386215453177,-0.04319151235498042,69.0
429,Li,Ge,"(12.0, 'Li')","(84.0, 'Ge')",1.1542413941661538,0.8663698989260554,-0.5591431351267426,72.0
430,Ge,Li,"(84.0, 'Ge')","(12.0, 'Li')",1.1542413941661538,0.8663698989260554,-0.5591431351267426,72.0
431,Li,As,"(12.0, 'Li')","(89.0, 'As')",1.3024089347903003,0.7678080004580198,-0.5301367617306176,77.0
432,As,Li,"(89.0, 'As')","(12.0, 'Li')",1.3024089347903003,0.7678080004580198,-0.5301367617306176,77.0
433,Li,Se,"(12.0, 'Li')","(93.0, 'Se')",1.3048805707402296,0.7663536590423156,-0.3803762235695747,81.0
434,Se,Li,"(93.0, 'Se')","(12.0, 'Li')",1.3048805707402296,0.7663536590423156,-0.3803762235695747,81.0
435,Li,Br,"(12.0, 'Li')","(98.0, 'Br')",1.0057755537224569,0.9942576117493798,0.12798496359782874,86.0
436,Br,Li,"(98.0, 'Br')","(12.0, 'Li')",1.0057755537224569,0.9942576117493798,0.12798496359782874,86.0
437,Li,Kr,"(12.0, 'Li')","(4.0, 'Kr')",2.299907966438796,0.4348000070404607,-0.10592174057697337,8.0
438,Kr,Li,"(4.0, 'Kr')","(12.0, 'Li')",2.299907966438796,0.4348000070404607,-0.10592174057697337,8.0
439,Li,Rb,"(12.0, 'Li')","(9.0, 'Rb')",1.0669414289866166,0.9372585718691253,0.1533151694385264,3.0
440,Rb,Li,"(9.0, 'Rb')","(12.0, 'Li')",1.0669414289866166,0.9372585718691253,0.1533151694385264,3.0
441,Li,Sr,"(12.0, 'Li')","(15.0, 'Sr')",1.1193266354438798,0.8933942678880685,0.3033221475400041,3.0
442,Sr,Li,"(15.0, 'Sr')","(12.0, 'Li')",1.1193266354438798,0.8933942678880685,0.3033221475400041,3.0
443,Li,Y,"(12.0, 'Li')","(25.0, 'Y')",1.3163655517715815,0.7596674029141732,0.1627812401055121,13.0
444,Y,Li,"(25.0, 'Y')","(12.0, 'Li')",1.3163655517715815,0.7596674029141732,0.1627812401055121,13.0
